gene
ENSG00000072110
ENSG00000072135
ENSG00000072210
ENSG00000072274
ENSG00000072401
ENSG00000072422
ENSG00000073008
ENSG00000073111
ENSG00000073737
ENSG00000073756
ENSG00000073792
ENSG00000073910
ENSG00000074416
ENSG00000074657
ENSG00000074660
ENSG00000074706
ENSG00000074855
ENSG00000074964
ENSG00000074966
ENSG00000075340
ENSG00000075391
ENSG00000075420
ENSG00000075426
ENSG00000075618
ENSG00000075651
ENSG00000075702
ENSG00000076003
ENSG00000076248
ENSG00000076382
ENSG00000076555
ENSG00000076604
ENSG00000076641
ENSG00000076662
ENSG00000076770
ENSG00000077150
ENSG00000077238
ENSG00000077782
ENSG00000077984
ENSG00000078177
ENSG00000078269
ENSG00000078399
ENSG00000078596
ENSG00000078804
ENSG00000079308
ENSG00000079337
ENSG00000079739
ENSG00000079819
ENSG00000080200
ENSG00000080546
ENSG00000081059
ENSG00000081177
ENSG00000081189
ENSG00000081320
ENSG00000082014
ENSG00000082074
ENSG00000082438
ENSG00000082512
ENSG00000083290
ENSG00000083444
ENSG00000083457
ENSG00000083720
ENSG00000084070
ENSG00000084110
ENSG00000084234
ENSG00000085063
ENSG00000085117
ENSG00000085265
ENSG00000085514
ENSG00000085563
ENSG00000085662
ENSG00000085719
ENSG00000085840
ENSG00000085982
ENSG00000086289
ENSG00000086300
ENSG00000086730
ENSG00000087074
ENSG00000087077
ENSG00000087095
ENSG00000087245
ENSG00000087253
ENSG00000087589
ENSG00000087903
ENSG00000088305
ENSG00000088325
ENSG00000088882
ENSG00000088992
ENSG00000089041
ENSG00000089127
ENSG00000089159
ENSG00000089177
ENSG00000089486
ENSG00000089685
ENSG00000089876
ENSG00000090006
ENSG00000090013
ENSG00000090104
ENSG00000090339
ENSG00000090376
ENSG00000090382
ENSG00000090661
ENSG00000090889
ENSG00000090924
ENSG00000090975
ENSG00000091106
ENSG00000091409
ENSG00000091436
ENSG00000091490
ENSG00000091592
ENSG00000091972
ENSG00000092621
ENSG00000092820
ENSG00000092853
ENSG00000092964
ENSG00000093009
ENSG00000093072
ENSG00000094804
ENSG00000095015
ENSG00000095303
ENSG00000095370
ENSG00000095383
ENSG00000095932
ENSG00000096060
ENSG00000096433
ENSG00000096996
ENSG00000099194
ENSG00000099204
ENSG00000099219
ENSG00000099308
ENSG00000099337
ENSG00000099725
ENSG00000099860
ENSG00000099864
ENSG00000099985
ENSG00000099998
ENSG00000100031
ENSG00000100034
ENSG00000100055
ENSG00000100077
ENSG00000100097
ENSG00000100100
ENSG00000100154
ENSG00000100284
ENSG00000100292
ENSG00000100299
ENSG00000100300
ENSG00000100321
ENSG00000100350
ENSG00000100351
ENSG00000100364
ENSG00000100365
ENSG00000100368
ENSG00000100376
ENSG00000100385
ENSG00000100427
ENSG00000100439
ENSG00000100448
ENSG00000100504
ENSG00000100592
ENSG00000100814
ENSG00000100852
ENSG00000100906
ENSG00000100918
ENSG00000100979
ENSG00000101057
ENSG00000101082
ENSG00000101096
ENSG00000101104
ENSG00000101160
ENSG00000101187
ENSG00000101194
ENSG00000101220
ENSG00000101265
ENSG00000101307
ENSG00000101336
ENSG00000101347
ENSG00000101384
ENSG00000101412
ENSG00000101425
ENSG00000101439
ENSG00000101445
ENSG00000101493
ENSG00000101695
ENSG00000101752
ENSG00000101846
ENSG00000101849
ENSG00000101916
ENSG00000102007
ENSG00000102096
ENSG00000102098
ENSG00000102265
ENSG00000102409
ENSG00000102524
ENSG00000102760
ENSG00000102780
ENSG00000102804
ENSG00000102879
ENSG00000103187
ENSG00000103196
ENSG00000103202
ENSG00000103222
ENSG00000103257
ENSG00000103313
ENSG00000103381
ENSG00000103485
ENSG00000103489
ENSG00000103490
ENSG00000103569
ENSG00000103811
ENSG00000103876
ENSG00000103942
ENSG00000103966
ENSG00000104043
ENSG00000104081
ENSG00000104093
ENSG00000104219
ENSG00000104267
ENSG00000104341
ENSG00000104361
ENSG00000104419
ENSG00000104447
ENSG00000104549
ENSG00000104635
ENSG00000104738
ENSG00000104783
ENSG00000104870
ENSG00000104903
ENSG00000104972
ENSG00000104974
ENSG00000105011
ENSG00000105186
ENSG00000105205
ENSG00000105220
ENSG00000105223
ENSG00000105352
ENSG00000105369
ENSG00000105374
ENSG00000105383
ENSG00000105426
ENSG00000105472
ENSG00000105497
ENSG00000105514
ENSG00000105520
ENSG00000105612
ENSG00000105639
ENSG00000105655
ENSG00000105737
ENSG00000105810
ENSG00000105835
ENSG00000105849
ENSG00000105854
ENSG00000105926
ENSG00000105963
ENSG00000105967
ENSG00000105997
ENSG00000106003
ENSG00000106004
ENSG00000106066
ENSG00000106070
ENSG00000106123
ENSG00000106211
ENSG00000106327
ENSG00000106415
ENSG00000106477
ENSG00000106484
ENSG00000106537
ENSG00000106546
ENSG00000106560
ENSG00000106605
ENSG00000106624
ENSG00000106665
ENSG00000106780
ENSG00000106789
ENSG00000106804
ENSG00000106829
ENSG00000106952
ENSG00000106976
ENSG00000106991
ENSG00000107104
ENSG00000107242
ENSG00000107281
ENSG00000107331
ENSG00000107438
ENSG00000107551
ENSG00000107736
ENSG00000107738
ENSG00000107742
ENSG00000107789
ENSG00000107798
ENSG00000107816
ENSG00000107819
ENSG00000107863
ENSG00000107957
ENSG00000107968
ENSG00000108179
ENSG00000108219
ENSG00000108405
ENSG00000108582
ENSG00000108679
ENSG00000108773
ENSG00000108828
ENSG00000109066
ENSG00000109084
ENSG00000109103
ENSG00000109113
ENSG00000109265
ENSG00000109436
ENSG00000109452
ENSG00000109458
ENSG00000109572
ENSG00000109743
ENSG00000109756
ENSG00000109805
ENSG00000109854
ENSG00000109906
ENSG00000110002
ENSG00000110013
ENSG00000110031
ENSG00000110042
ENSG00000110057
ENSG00000110076
ENSG00000110077
ENSG00000110080
ENSG00000110237
ENSG00000110324
ENSG00000110400
ENSG00000110446
ENSG00000110455
ENSG00000110492
ENSG00000110651
ENSG00000110660
ENSG00000110665
ENSG00000110697
ENSG00000110719
ENSG00000110799
ENSG00000110841
ENSG00000110848
ENSG00000110852
ENSG00000110876
ENSG00000110888
ENSG00000110987
ENSG00000111057
ENSG00000111110
ENSG00000111144
ENSG00000111145
ENSG00000111206
ENSG00000111275
ENSG00000111331
ENSG00000111335
ENSG00000111371
ENSG00000111424
ENSG00000111450
ENSG00000111602
ENSG00000111676
ENSG00000111696
ENSG00000111716
ENSG00000111801
ENSG00000111817
ENSG00000111859
ENSG00000111860
ENSG00000111885
ENSG00000111912
ENSG00000111913
ENSG00000112033
ENSG00000112096
ENSG00000112137
ENSG00000112139
ENSG00000112149
ENSG00000112182
ENSG00000112195
ENSG00000112290
ENSG00000112294
ENSG00000112297
ENSG00000112299
ENSG00000112303
ENSG00000112419
ENSG00000112561
ENSG00000112576
ENSG00000112655
ENSG00000112715
ENSG00000112742
ENSG00000112773
ENSG00000112799
ENSG00000112984
ENSG00000113070
ENSG00000113140
ENSG00000113263
ENSG00000113328
ENSG00000113368
ENSG00000113369
ENSG00000113389
ENSG00000113448
ENSG00000113504
ENSG00000113532
ENSG00000113552
ENSG00000113742
ENSG00000113749
ENSG00000113758
ENSG00000113810
ENSG00000113916
ENSG00000114013
ENSG00000114107
ENSG00000114126
ENSG00000114268
ENSG00000114374
ENSG00000114541
ENSG00000114554
ENSG00000114626
ENSG00000114737
ENSG00000115085
ENSG00000115107
ENSG00000115165
ENSG00000115183
ENSG00000115232
ENSG00000115271
ENSG00000115295
ENSG00000115306
ENSG00000115318
ENSG00000115339
ENSG00000115414
ENSG00000115415
ENSG00000115457
ENSG00000115523
ENSG00000115525
ENSG00000115738
ENSG00000115825
ENSG00000115902
ENSG00000115919
ENSG00000115993
ENSG00000116128
ENSG00000116133
ENSG00000116157
ENSG00000116191
ENSG00000116260
ENSG00000116574
ENSG00000116604
ENSG00000116641
ENSG00000116667
ENSG00000116678
ENSG00000116679
ENSG00000116701
ENSG00000116711
ENSG00000116741
ENSG00000116824
ENSG00000116852
ENSG00000116962
ENSG00000116991
ENSG00000117020
ENSG00000117091
ENSG00000117115
ENSG00000117139
ENSG00000117228
ENSG00000117266
ENSG00000117280
ENSG00000117298
ENSG00000117394
ENSG00000117399
ENSG00000117411
ENSG00000117450
ENSG00000117480
ENSG00000117586
ENSG00000117602
ENSG00000117632
ENSG00000117724
ENSG00000117984
ENSG00000118193
ENSG00000118276
ENSG00000118495
ENSG00000118503
ENSG00000118507
ENSG00000118508
ENSG00000118513
ENSG00000118515
ENSG00000118596
ENSG00000118762
ENSG00000118922
ENSG00000118965
ENSG00000118971
ENSG00000118985
ENSG00000119138
ENSG00000119139
ENSG00000119333
ENSG00000119408
ENSG00000119411
ENSG00000119535
ENSG00000119655
ENSG00000119866
ENSG00000119900
ENSG00000119969
ENSG00000120093
ENSG00000120129
ENSG00000120162
ENSG00000120254
ENSG00000120280
ENSG00000120318
ENSG00000120594
ENSG00000120645
ENSG00000120675
ENSG00000120708
ENSG00000120738
ENSG00000120833
ENSG00000120868
ENSG00000120885
ENSG00000120889
ENSG00000120896
ENSG00000121064
ENSG00000121104
ENSG00000121152
ENSG00000121281
ENSG00000121310
ENSG00000121316
ENSG00000121413
ENSG00000121552
ENSG00000121691
ENSG00000121807
ENSG00000121858
ENSG00000121957
ENSG00000121966
ENSG00000122025
ENSG00000122223
ENSG00000122644
ENSG00000122694
ENSG00000122707
ENSG00000122778
ENSG00000122861
ENSG00000122862
ENSG00000122952
ENSG00000122966
ENSG00000122986
ENSG00000123080
ENSG00000123104
ENSG00000123146
ENSG00000123240
ENSG00000123358
ENSG00000123360
ENSG00000123384
ENSG00000123405
ENSG00000123485
ENSG00000123643
ENSG00000123836
ENSG00000124006
ENSG00000124181
ENSG00000124313
ENSG00000124406
ENSG00000124491
ENSG00000124496
ENSG00000124570
ENSG00000124731
ENSG00000124762
ENSG00000124766
ENSG00000124780
ENSG00000124788
ENSG00000124813
ENSG00000124882
ENSG00000124942
ENSG00000125089
ENSG00000125257
ENSG00000125347
ENSG00000125354
ENSG00000125384
ENSG00000125538
ENSG00000125740
ENSG00000125753
ENSG00000125810
ENSG00000126264
ENSG00000126705
ENSG00000126709
ENSG00000126759
ENSG00000126787
ENSG00000126822
ENSG00000126860
ENSG00000126878
ENSG00000127124
ENSG00000127152
ENSG00000127328
ENSG00000127418
ENSG00000127507
ENSG00000127528
ENSG00000127564
ENSG00000127824
ENSG00000127946
ENSG00000127951
ENSG00000127955
ENSG00000128000
ENSG00000128016
ENSG00000128040
ENSG00000128284
ENSG00000128322
ENSG00000128487
ENSG00000128604
ENSG00000128791
ENSG00000128805
ENSG00000128815
ENSG00000128833
ENSG00000128872
ENSG00000129250
ENSG00000129353
ENSG00000129355
ENSG00000129450
ENSG00000129467
ENSG00000129625
ENSG00000129667
ENSG00000129824
ENSG00000129951
ENSG00000129993
ENSG00000130052
ENSG00000130066
ENSG00000130164
ENSG00000130202
ENSG00000130303
ENSG00000130338
ENSG00000130340
ENSG00000130429
ENSG00000130449
ENSG00000130508
ENSG00000130518
ENSG00000130522
ENSG00000130584
ENSG00000130589
ENSG00000130592
ENSG00000130653
ENSG00000130775
ENSG00000130787
ENSG00000130827
ENSG00000130844
ENSG00000130881
ENSG00000131002
ENSG00000131018
ENSG00000131042
ENSG00000131149
ENSG00000131196
ENSG00000131242
ENSG00000131401
ENSG00000131507
ENSG00000131669
ENSG00000131724
ENSG00000131747
ENSG00000131759
ENSG00000131979
ENSG00000131981
ENSG00000132182
ENSG00000132199
ENSG00000132205
ENSG00000132334
ENSG00000132359
ENSG00000132465
ENSG00000132530
ENSG00000132535
ENSG00000132613
ENSG00000132646
ENSG00000132694
ENSG00000132819
ENSG00000132846
ENSG00000132965
ENSG00000133056
ENSG00000133065
ENSG00000133069
ENSG00000133101
ENSG00000133106
ENSG00000133142
ENSG00000133195
ENSG00000133246
ENSG00000133313
ENSG00000133317
ENSG00000133561
ENSG00000133574
ENSG00000133612
ENSG00000133639
ENSG00000133739
ENSG00000133742
ENSG00000133794
ENSG00000133805
ENSG00000133812
ENSG00000133816
ENSG00000134057
ENSG00000134061
ENSG00000134107
ENSG00000134198
ENSG00000134242
ENSG00000134243
ENSG00000134250
ENSG00000134291
ENSG00000134321
ENSG00000134323
ENSG00000134324
ENSG00000134326
ENSG00000134352
ENSG00000134369
ENSG00000134508
ENSG00000134531
ENSG00000134590
ENSG00000134627
ENSG00000134690
ENSG00000134755
ENSG00000134824
ENSG00000134897
ENSG00000134909
ENSG00000134954
ENSG00000134986
ENSG00000135046
ENSG00000135048
ENSG00000135049
ENSG00000135052
ENSG00000135074
ENSG00000135077
ENSG00000135218
ENSG00000135269
ENSG00000135272
ENSG00000135362
ENSG00000135378
ENSG00000135414
ENSG00000135424
ENSG00000135426
ENSG00000135451
ENSG00000135476
ENSG00000135503
ENSG00000135525
ENSG00000135596
ENSG00000135604
ENSG00000135605
ENSG00000135636
ENSG00000135677
ENSG00000135678
ENSG00000135709
ENSG00000135749
ENSG00000135766
ENSG00000135838
ENSG00000135842
ENSG00000135862
ENSG00000135905
ENSG00000135916
ENSG00000135976
ENSG00000136026
ENSG00000136040
ENSG00000136048
ENSG00000136068
ENSG00000136111
ENSG00000136158
ENSG00000136161
ENSG00000136193
ENSG00000136205
ENSG00000136213
ENSG00000136250
ENSG00000136286
ENSG00000136295
ENSG00000136315
ENSG00000136436
ENSG00000136478
ENSG00000136492
ENSG00000136603
ENSG00000136630
ENSG00000136689
ENSG00000136717
ENSG00000136732
ENSG00000136770
ENSG00000136824
ENSG00000136826
ENSG00000136830
ENSG00000136869
ENSG00000136929
ENSG00000136997
ENSG00000137177
ENSG00000137193
ENSG00000137265
ENSG00000137309
ENSG00000137310
ENSG00000137312
ENSG00000137393
ENSG00000137449
ENSG00000137462
ENSG00000137563
ENSG00000137628
ENSG00000137642
ENSG00000137752
ENSG00000137801
ENSG00000137802
ENSG00000137804
ENSG00000137807
ENSG00000137812
ENSG00000137841
ENSG00000137942
ENSG00000137959
ENSG00000137965
ENSG00000138002
ENSG00000138031
ENSG00000138061
ENSG00000138080
ENSG00000138119
ENSG00000138160
ENSG00000138172
ENSG00000138185
ENSG00000138378
ENSG00000138413
ENSG00000138443
ENSG00000138448
ENSG00000138449
ENSG00000138496
ENSG00000138604
ENSG00000138646
ENSG00000138670
ENSG00000138678
ENSG00000138722
ENSG00000138744
ENSG00000138756
ENSG00000138758
ENSG00000138778
ENSG00000138795
ENSG00000138821
ENSG00000138829
ENSG00000138835
ENSG00000139112
ENSG00000139117
ENSG00000139132
ENSG00000139178
ENSG00000139182
ENSG00000139278
ENSG00000139318
ENSG00000139508
ENSG00000139514
ENSG00000139618
ENSG00000139626
ENSG00000139679
ENSG00000139687
ENSG00000139946
ENSG00000140022
ENSG00000140030
ENSG00000140044
ENSG00000140090
ENSG00000140105
ENSG00000140284
ENSG00000140287
ENSG00000140368
ENSG00000140379
ENSG00000140403
ENSG00000140416
ENSG00000140443
ENSG00000140450
ENSG00000140525
ENSG00000140534
ENSG00000140545
ENSG00000140563
ENSG00000140575
ENSG00000140678
ENSG00000140691
ENSG00000140718
ENSG00000140749
ENSG00000140836
ENSG00000140848
ENSG00000140853
ENSG00000140968
ENSG00000141068
ENSG00000141232
ENSG00000141298
ENSG00000141447
ENSG00000141480
ENSG00000141506
ENSG00000141526
ENSG00000141540
ENSG00000141574
ENSG00000141682
ENSG00000141873
ENSG00000142089
ENSG00000142102
ENSG00000142185
ENSG00000142192
ENSG00000142227
ENSG00000142303
ENSG00000142347
ENSG00000142405
ENSG00000142512
ENSG00000142583
ENSG00000142634
ENSG00000142694
ENSG00000142731
ENSG00000142733
ENSG00000142765
ENSG00000142798
ENSG00000142875
ENSG00000142945
ENSG00000143013
ENSG00000143110
ENSG00000143153
ENSG00000143226
ENSG00000143369
ENSG00000143382
ENSG00000143384
ENSG00000143476
ENSG00000143507
ENSG00000143515
ENSG00000143537
ENSG00000143545
ENSG00000143546
ENSG00000143554
ENSG00000143669
ENSG00000143797
ENSG00000143878
ENSG00000143889
ENSG00000143995
ENSG00000144218
ENSG00000144283
ENSG00000144354
ENSG00000144407
ENSG00000144445
ENSG00000144655
ENSG00000144668
ENSG00000144677
ENSG00000144711
ENSG00000144802
ENSG00000144843
ENSG00000144893
ENSG00000144909
ENSG00000144959
ENSG00000145014
ENSG00000145050
ENSG00000145246
ENSG00000145287
ENSG00000145335
ENSG00000145349
ENSG00000145386
ENSG00000145390
ENSG00000145391
ENSG00000145416
ENSG00000145431
ENSG00000145476
ENSG00000145569
ENSG00000145685
ENSG00000145687
ENSG00000145703
ENSG00000145730
ENSG00000145779
ENSG00000145819
ENSG00000145990
ENSG00000146072
ENSG00000146094
ENSG00000146192
ENSG00000146281
ENSG00000146373
ENSG00000146416
ENSG00000146535
ENSG00000146592
ENSG00000146670
ENSG00000146828
ENSG00000146918
ENSG00000147168
ENSG00000147180
ENSG00000147202
ENSG00000147324
ENSG00000147394
ENSG00000147408
ENSG00000147443
ENSG00000147454
ENSG00000147459
ENSG00000147465
ENSG00000147650
ENSG00000147872
ENSG00000147894
ENSG00000148154
ENSG00000148158
ENSG00000148175
ENSG00000148180
ENSG00000148200
ENSG00000148288
ENSG00000148400
ENSG00000148411
ENSG00000148488
ENSG00000148516
ENSG00000148700
ENSG00000148737
ENSG00000148773
ENSG00000148841
ENSG00000148908
ENSG00000149131
ENSG00000149150
ENSG00000149177
ENSG00000149212
ENSG00000149218
ENSG00000149257
ENSG00000149269
ENSG00000149289
ENSG00000149418
ENSG00000149485
ENSG00000149516
ENSG00000149554
ENSG00000149577
ENSG00000150054
ENSG00000150347
ENSG00000150681
ENSG00000150760
ENSG00000150782
ENSG00000150907
ENSG00000150938
ENSG00000150995
ENSG00000151062
ENSG00000151135
ENSG00000151136
ENSG00000151208
ENSG00000151376
ENSG00000151422
ENSG00000151458
ENSG00000151612
ENSG00000151651
ENSG00000151692
ENSG00000151725
ENSG00000151726
ENSG00000151746
ENSG00000151835
ENSG00000151849
ENSG00000151883
ENSG00000151914
ENSG00000152104
ENSG00000152217
ENSG00000152229
ENSG00000152256
ENSG00000152270
ENSG00000152409
ENSG00000152492
ENSG00000152580
ENSG00000152689
ENSG00000152760
ENSG00000152784
ENSG00000152926
ENSG00000152953
ENSG00000152990
ENSG00000153064
ENSG00000153071
ENSG00000153094
ENSG00000153113
ENSG00000153208
ENSG00000153234
ENSG00000153283
ENSG00000153317
ENSG00000153395
ENSG00000153814
ENSG00000153885
ENSG00000153944
ENSG00000154122
ENSG00000154127
ENSG00000154134
ENSG00000154146
ENSG00000154188
ENSG00000154229
ENSG00000154237
ENSG00000154265
ENSG00000154310
ENSG00000154358
ENSG00000154447
ENSG00000154451
ENSG00000154642
ENSG00000154760
ENSG00000154822
ENSG00000154874
ENSG00000154978
ENSG00000155090
ENSG00000155099
ENSG00000155189
ENSG00000155254
ENSG00000155307
ENSG00000155366
ENSG00000155368
ENSG00000155380
ENSG00000155465
ENSG00000155629
ENSG00000155659
ENSG00000155792
ENSG00000155846
ENSG00000155850
ENSG00000155926
ENSG00000155966
ENSG00000156515
ENSG00000156535
ENSG00000156675
ENSG00000156738
ENSG00000156802
ENSG00000156970
ENSG00000157107
ENSG00000157110
ENSG00000157227
ENSG00000157404
ENSG00000157456
ENSG00000157514
ENSG00000157554
ENSG00000157557
ENSG00000157601
ENSG00000157617
ENSG00000157657
ENSG00000157693
ENSG00000157873
ENSG00000157978
ENSG00000158050
ENSG00000158062
ENSG00000158106
ENSG00000158122
ENSG00000158321
ENSG00000158373
ENSG00000158457
ENSG00000158473
ENSG00000158517
ENSG00000158555
ENSG00000158578
ENSG00000158715
ENSG00000158769
ENSG00000158825
ENSG00000158856
ENSG00000158869
ENSG00000159128
ENSG00000159164
ENSG00000159200
ENSG00000159216
ENSG00000159228
ENSG00000159307
ENSG00000159314
ENSG00000159335
ENSG00000159339
ENSG00000159363
ENSG00000159388
ENSG00000159399
ENSG00000159433
ENSG00000159445
ENSG00000159618
ENSG00000159674
ENSG00000159720
ENSG00000159753
ENSG00000159788
ENSG00000159842
ENSG00000160013
ENSG00000160117
ENSG00000160179
ENSG00000160190
ENSG00000160209
ENSG00000160213
ENSG00000160216
ENSG00000160255
ENSG00000160271
ENSG00000160285
ENSG00000160293
ENSG00000160298
ENSG00000160326
ENSG00000160360
ENSG00000160447
ENSG00000160593
ENSG00000160685
ENSG00000160712
ENSG00000160789
ENSG00000160883
ENSG00000160888
ENSG00000160932
ENSG00000160949
ENSG00000160957
ENSG00000161267
ENSG00000161642
ENSG00000161681
ENSG00000161791
ENSG00000161835
ENSG00000161929
ENSG00000162104
ENSG00000162174
ENSG00000162302
ENSG00000162337
ENSG00000162367
ENSG00000162390
ENSG00000162437
ENSG00000162522
ENSG00000162591
ENSG00000162639
ENSG00000162645
ENSG00000162654
ENSG00000162676
ENSG00000162711
ENSG00000162714
ENSG00000162722
ENSG00000162739
ENSG00000162772
ENSG00000162836
ENSG00000162852
ENSG00000162894
ENSG00000162909
ENSG00000163110
ENSG00000163131
ENSG00000163154
ENSG00000163171
ENSG00000163191
ENSG00000163220
ENSG00000163221
ENSG00000163346
ENSG00000163393
ENSG00000163406
ENSG00000163412
ENSG00000163421
ENSG00000163453
ENSG00000163535
ENSG00000163554
ENSG00000163563
ENSG00000163565
ENSG00000163625
ENSG00000163644
ENSG00000163659
ENSG00000163683
ENSG00000163694
ENSG00000163736
ENSG00000163751
ENSG00000163803
ENSG00000163808
ENSG00000163823
ENSG00000163874
ENSG00000163932
ENSG00000163947
ENSG00000164023
ENSG00000164045
ENSG00000164050
ENSG00000164056
ENSG00000164086
ENSG00000164088
ENSG00000164104
ENSG00000164105
ENSG00000164109
ENSG00000164111
ENSG00000164116
ENSG00000164125
ENSG00000164211
ENSG00000164237
ENSG00000164292
ENSG00000164305
ENSG00000164308
ENSG00000164323
ENSG00000164402
ENSG00000164442
ENSG00000164466
ENSG00000164506
ENSG00000164626
ENSG00000164649
ENSG00000164713
ENSG00000164733
ENSG00000164741
ENSG00000164828
ENSG00000164877
ENSG00000164929
ENSG00000164938
ENSG00000164983
ENSG00000164989
ENSG00000165029
ENSG00000165030
ENSG00000165071
ENSG00000165072
ENSG00000165138
ENSG00000165140
ENSG00000165168
ENSG00000165175
ENSG00000165185
ENSG00000165209
ENSG00000165233
ENSG00000165312
ENSG00000165476
ENSG00000165480
ENSG00000165650
ENSG00000165702
ENSG00000165716
ENSG00000165801
ENSG00000165802
ENSG00000165804
ENSG00000165879
ENSG00000165914
ENSG00000165929
ENSG00000165959
ENSG00000165996
ENSG00000165997
ENSG00000166016
ENSG00000166025
ENSG00000166123
ENSG00000166145
ENSG00000166147
ENSG00000166341
ENSG00000166348
ENSG00000166401
ENSG00000166428
ENSG00000166432
ENSG00000166446
ENSG00000166483
ENSG00000166484
ENSG00000166503
ENSG00000166532
ENSG00000166669
ENSG00000166681
ENSG00000166750
ENSG00000166803
ENSG00000166825
ENSG00000166851
ENSG00000166900
ENSG00000166927
ENSG00000166928
ENSG00000166949
ENSG00000166963
ENSG00000167081
ENSG00000167106
ENSG00000167123
ENSG00000167173
ENSG00000167207
ENSG00000167232
ENSG00000167261
ENSG00000167291
ENSG00000167460
ENSG00000167470
ENSG00000167513
ENSG00000167552
ENSG00000167555
ENSG00000167604
ENSG00000167613
ENSG00000167635
ENSG00000167642
ENSG00000167703
ENSG00000167797
ENSG00000167815
ENSG00000167850
ENSG00000167851
ENSG00000167880
ENSG00000167895
ENSG00000167900
ENSG00000167984
ENSG00000167996
ENSG00000168016
ENSG00000168056
ENSG00000168071
ENSG00000168209
ENSG00000168268
ENSG00000168283
ENSG00000168329
ENSG00000168405
ENSG00000168421
ENSG00000168461
ENSG00000168487
ENSG00000168497
ENSG00000168615
ENSG00000168675
ENSG00000168685
ENSG00000168758
ENSG00000168792
ENSG00000168813
ENSG00000168916
ENSG00000168961
ENSG00000169184
ENSG00000169220
ENSG00000169224
ENSG00000169252
ENSG00000169255
ENSG00000169385
ENSG00000169397
ENSG00000169398
ENSG00000169403
ENSG00000169413
ENSG00000169429
ENSG00000169442
ENSG00000169504
ENSG00000169508
ENSG00000169607
ENSG00000169679
ENSG00000169710
ENSG00000169752
ENSG00000169860
ENSG00000169896
ENSG00000169991
ENSG00000170006
